fid,gid,no,instl_pupr,administ,instl_dtl,lo,la,tot_camera,pixel,instl_de
1032,1032,1032,재난재해,충청북도 괴산군청,충청북도 괴산군 괴산읍 대덕리 502-9,127.819945,36.805907,1,0,
1033,1033,1033,재난재해,충청북도 괴산군청,충청북도 괴산군 괴산읍 제월리 575-35,127.838851,36.823289,1,0,
1034,1034,1034,재난재해,충청북도 괴산군청,충청북도 괴산군 칠성면 두천리 129-3,127.842236,36.78975,1,0,
1035,1035,1035,재난재해,충청북도 괴산군청,충청북도 괴산군 칠성면 쌍곡리 78-1,127.887577,36.776298,2,0,
1036,1036,1036,재난재해,충청북도 괴산군청,충청북도 괴산군 감물면 오창리 산1-2,127.854612,36.865371,1,0,
1037,1037,1037,재난재해,충청북도 괴산군청,충청북도 괴산군 칠성면 외사리 108-1,127.843329,36.767565,2,0,
1038,1038,1038,재난재해,충청북도 괴산군청,충청북도 괴산군 청천면 대티리 36-1,127.803254,36.696498,1,0,
1039,1039,1039,재난재해,충청북도 괴산군청,충청북도 괴산군 청천면 거봉리 22-3,127.797881,36.718261,1,0,
1040,1040,1040,재난재해,충청북도 괴산군청,충청북도 괴산군 청천면 화양리 150-1,127.802805,36.680223,1,0,
1041,1041,1041,재난재해,충청북도 괴산군청,충청북도 괴산군 괴산읍 검승리 761-48,127.839946,36.833374,1,0,
1042,1042,1042,재난재해,충청북도 괴산군청,충청북도 괴산군 괴산읍 제월리 575-1,127.828892,36.818167,1,0,
1043,1043,1043,재난재해,충청북도 괴산군청,충청북도 괴산군 청천면 귀만리 280-3,127.750809,36.636544,1,0,
1044,1044,1044,재난재해,충청북도 괴산군청,충청북도 괴산군 불정면 목도리 304-2,127.85488,36.870454,1,0,
1045,1045,1045,재난재해,충청북도 괴산군청,충청북도 괴산군 감물면 오성리 788-80,127.846233,36.834057,1,0,
1046,1046,1046,재난재해,충청북도 괴산군청,충청북도 괴산군 감물면 이담리 909-1,127.866351,36.877924,1,0,
1047,1047,1047,재난재해,충청북도 괴산군청,충청북도 괴산군 감물면 구월리 574-3,127.8851,36.86696,1,0,
1048,1048,1048,재난재해,충청북도 괴산군청,충청북도 괴산군 괴산읍 능촌리 837-1,127.846726,36.843409,1,0,
1049,1049,1049,어린이보호,충청북도 괴산군청,충청북도 괴산군 청천면 송면리 188-1,127.861315,36.673108,3,0,
1050,1050,1050,어린이보호,충청북도 괴산군청,충청북도 괴산군 청안면 읍내리 221-4,127.638551,36.772634,2,0,
1051,1051,1051,어린이보호,충청북도 괴산군청,충청북도 괴산군 청안면 부흥리 181-14,127.728947,36.707699,2,0,
1052,1052,1052,어린이보호,충청북도 괴산군청,충청북도 괴산군 사리면 사담리 516-1,127.649153,36.817024,1,0,
1053,1053,1053,어린이보호,충청북도 괴산군청,충청북도 괴산군 소수면 수리 41-2,127.746471,36.853513,2,0,
1054,1054,1054,어린이보호,충청북도 괴산군청,충청북도 괴산군 불정면 목도리 460-5,127.852475,36.87373,2,0,
1055,1055,1055,어린이보호,충청북도 괴산군청,충청북도 괴산군 불정면 추산리 536-6,127.817183,36.900546,2,0,
1056,1056,1056,어린이보호,충청북도 괴산군청,충청북도 괴산군 불정면 사담리 549-3,127.646764,36.82093,2,0,
1057,1057,1057,어린이보호,충청북도 괴산군청,충청북도 괴산군 괴산읍 동부리 675-2,127.789397,36.812034,2,0,
1058,1058,1058,생활방범,충청북도 괴산군청,충청북도 괴산군 칠성면 사은리 808-1,127.83296,36.768567,1,0,
1059,1059,1059,생활방범,충청북도 괴산군청,충청북도 괴산군 청천면 지촌리 310-3,127.81713,36.718092,1,0,
1060,1060,1060,생활방범,충청북도 괴산군청,충청북도 괴산군 청천면 대전리 51-1,127.788438,36.73395,2,0,
1061,1061,1061,생활방범,충청북도 괴산군청,충청북도 괴산군 청안면 부흥리 405-2,127.727517,36.706354,1,0,
1062,1062,1062,생활방범,충청북도 괴산군청,충청북도 괴산군 청안면 장암리 산58-7,127.707121,36.775189,1,0,
1063,1063,1063,생활방범,충청북도 괴산군청,충청북도 괴산군 불정면 신흥리 638-6,127.796055,36.872518,2,0,
1064,1064,1064,생활방범,충청북도 괴산군청,충청북도 괴산군 괴산읍 대사리 30-6,127.784747,36.797902,2,0,
1065,1065,1065,생활방범,충청북도 괴산군청,충청북도 괴산군 괴산읍 동부리 172-1,127.797999,36.806297,1,0,
1066,1066,1066,생활방범,충청북도 괴산군청,충청북도 괴산군 괴산읍 서부리 216-2,127.791675,36.81263,1,0,
1067,1067,1067,생활방범,충청북도 괴산군청,충청북도 괴산군 괴산읍 정용리 346,127.771135,36.817964,1,0,
1068,1068,1068,생활방범,충청북도 괴산군청,충청북도 괴산군 괴산읍 대덕리 141,127.81118,36.810028,2,0,
1069,1069,1069,생활방범,충청북도 괴산군청,충청북도 괴산군 괴산읍 사창리 43-1,127.822347,36.845179,2,0,
1070,1070,1070,생활방범,충청북도 괴산군청,충청북도 괴산군 문광면 양곡리 731-3,127.726647,36.752578,1,0,
1071,1071,1071,생활방범,충청북도 괴산군청,충청북도 괴산군 사리면 노송리 182-2,127.652922,36.847998,1,0,
1072,1072,1072,생활방범,충청북도 괴산군청,충청북도 괴산군 불정면 목도리 375-1,127.851981,36.871997,2,0,
1073,1073,1073,어린이보호,충청북도 괴산군청,충청북도 괴산군 괴산읍 동부리 437-1,127.792721,36.81426,3,0,
1074,1074,1074,어린이보호,충청북도 괴산군청,충청북도 괴산군 괴산읍 동부리 437-1,127.79217,36.814354,3,0,
1075,1075,1075,어린이보호,충청북도 괴산군청,충청북도 괴산군 괴산읍 동부리 437-1,127.792396,36.814026,2,0,
1076,1076,1076,어린이보호,충청북도 괴산군청,충청북도 괴산군 괴산읍 동부리 432,127.793521,36.814309,1,0,
1077,1077,1077,어린이보호,충청북도 괴산군청,충청북도 괴산군 괴산읍 동부리 432,127.793234,36.814463,2,0,
1078,1078,1078,어린이보호,충청북도 괴산군청,충청북도 괴산군 괴산읍 동부리 432,127.79329,36.814672,1,0,
1079,1079,1079,어린이보호,충청북도 괴산군청,충청북도 괴산군 괴산읍 동부리 449-23,127.794371,36.813477,2,0,
1080,1080,1080,어린이보호,충청북도 괴산군청,충청북도 괴산군 괴산읍 서부리 188-5,127.788297,36.81113,2,0,
1081,1081,1081,어린이보호,충청북도 괴산군청,충청북도 괴산군 괴산읍 서부리 188-5,127.789109,36.811066,3,0,
1082,1082,1082,어린이보호,충청북도 괴산군청,충청북도 괴산군 괴산읍 서부리 299-12,127.789986,36.810202,2,0,
1083,1083,1083,어린이보호,충청북도 괴산군청,충청북도 괴산군 청천면 선평리 56-27,127.737313,36.657544,3,0,
1084,1084,1084,어린이보호,충청북도 괴산군청,충청북도 괴산군 청천면 선평리 175-1,127.737899,36.656936,1,0,
1085,1085,1085,차량방범,충청북도 괴산군청,충청북도 괴산군 괴산읍 동부리 206-89,127.802912,36.806654,1,0,
1086,1086,1086,차량방범,충청북도 괴산군청,충청북도 괴산군 괴산읍 동부리 206-89,127.802912,36.806654,1,0,
1087,1087,1087,차량방범,충청북도 괴산군청,충청북도 괴산군 괴산읍 동부리 22-1,127.803018,36.816062,1,0,
1088,1088,1088,차량방범,충청북도 괴산군청,충청북도 괴산군 괴산읍 동부리 20-4,127.802912,36.816093,1,0,
1089,1089,1089,차량방범,충청북도 괴산군청,충청북도 괴산군 장연면 송덕리 459-5,127.9343,36.78342,1,0,
1090,1090,1090,차량방범,충청북도 괴산군청,충청북도 괴산군 장연면 송덕리 459-5,127.934498,36.783648,1,0,
1091,1091,1091,차량방범,충청북도 괴산군청,충청북도 괴산군 문광면 광덕리 463-4,127.790698,36.781036,2,0,
1092,1092,1092,생활방범,충청북도 괴산군청,충청북도 괴산군  괴산읍 동부리 661-50,127.793628,36.808949,1,0,
1093,1093,1093,생활방범,충청북도 괴산군청,충청북도 괴산군  감물면 오성리 286-2,127.864301,36.830771,1,0,
1094,1094,1094,생활방범,충청북도 괴산군청,충청북도 괴산군  감물면 광전리 220-1,127.875698,36.83165,1,0,
1095,1095,1095,생활방범,충청북도 괴산군청,충청북도 괴산군  장연면 추점리 144,127.957453,36.847137,1,0,
1096,1096,1096,생활방범,충청북도 괴산군청,충청북도 괴산군  장연면 광진리 681-6,127.931108,36.876726,1,0,
1097,1097,1097,생활방범,충청북도 괴산군청,충청북도 괴산군  연풍면 주진리 393-1,128.002222,36.750452,1,0,
1098,1098,1098,생활방범,충청북도 괴산군청,충청북도 괴산군  연풍면 적석리 540-2,127.956956,36.768521,1,0,
1099,1099,1099,생활방범,충청북도 괴산군청,충청북도 괴산군  칠성면 사평리 67,127.876478,36.791308,1,0,
1100,1100,1100,생활방범,충청북도 괴산군청,충청북도 괴산군  칠성면 도정리 211-5,127.864302,36.786399,1,0,
1101,1101,1101,생활방범,충청북도 괴산군청,충청북도 괴산군  문광면 광덕리 213-2,127.787481,36.787141,1,0,
1102,1102,1102,생활방범,충청북도 괴산군청,충청북도 괴산군  문광면 광덕리 206-7,127.785109,36.786618,1,0,
1103,1103,1103,생활방범,충청북도 괴산군청,충청북도 괴산군  청천면 금평리 74-11,127.753689,36.682503,1,0,
1104,1104,1104,생활방범,충청북도 괴산군청,충청북도 괴산군  청천면 강평리 261-2,127.747024,36.641159,1,0,
1105,1105,1105,생활방범,충청북도 괴산군청,충청북도 괴산군  청천면 사기막리 25-1,127.843727,36.703581,1,0,
1106,1106,1106,생활방범,충청북도 괴산군청,충청북도 괴산군  청안면 부흥리 187-15,127.729887,36.706071,2,0,
1107,1107,1107,생활방범,충청북도 괴산군청,충청북도 괴산군  청안면 효근리 604-6,127.655208,36.766741,1,0,
1108,1108,1108,생활방범,충청북도 괴산군청,충청북도 괴산군  청안면 문방리 424-11,127.649271,36.746779,1,0,
1109,1109,1109,생활방범,충청북도 괴산군청,충청북도 괴산군  사리면 방축리 290-2,127.649006,36.812748,1,0,
1110,1110,1110,생활방범,충청북도 괴산군청,충청북도 괴산군  사리면 사담리 930,127.653216,36.816588,1,0,
1111,1111,1111,생활방범,충청북도 괴산군청,충청북도 괴산군  소수면 입암리 399-3,127.750249,36.843874,1,0,
1112,1112,1112,생활방범,충청북도 괴산군청,충청북도 괴산군  소수면 몽촌리 262-3,127.693074,36.850863,1,0,
1113,1113,1113,생활방범,충청북도 괴산군청,충청북도 괴산군  불정면 하문리 186-2,127.876446,36.884139,1,0,
1114,1114,1114,생활방범,충청북도 괴산군청,충청북도 괴산군  불정면 앵천리 278-2,127.812643,36.892103,2,0,
1115,1115,1115,생활방범,충청북도 괴산군청,충청북도 괴산군  괴산읍 동부리 624-7,127.792629,36.81054,1,0,
1116,1116,1116,생활방범,충청북도 괴산군청,충청북도 괴산군 청안면 읍내리 1535,127.639867,36.776876,1,0,
1117,1117,1117,어린이보호,충청북도 괴산군청,충청북도 괴산군  괴산읍 서부리 468-2,127.790049,36.804605,1,0,
1118,1118,1118,어린이보호,충청북도 괴산군청,충청북도 괴산군 괴산읍 서부리 405-8,127.791121,36.804336,1,0,
1119,1119,1119,어린이보호,충청북도 괴산군청,충청북도 괴산군  괴산읍 서부리 330,127.785534,36.809776,2,0,
1120,1120,1120,어린이보호,충청북도 괴산군청,충청북도 괴산군  장연면 오가리 455,127.953198,36.823691,1,0,
1121,1121,1121,어린이보호,충청북도 괴산군청,충청북도 괴산군  칠성면 도정리 212-4,127.864413,36.786188,2,0,
1122,1122,1122,어린이보호,충청북도 괴산군청,충청북도 괴산군  괴산읍 검승리 237-4,127.859259,36.805168,2,0,
1123,1123,1123,어린이보호,충청북도 괴산군청,충청북도 괴산군 괴산읍 검승리 254,127.857757,36.805756,2,0,
1124,1124,1124,어린이보호,충청북도 괴산군청,충청북도 괴산군 괴산읍 검승리 263-1,127.846452,36.807613,2,0,
1125,1125,1125,차량방범,충청북도 괴산군청,충청북도 괴산군 장연면 방곡리 244-3,127.931122,36.866558,2,0,
1126,1126,1126,차량방범,충청북도 괴산군청,충청북도 괴산군 연풍면 적석리 47-1,127.983574,36.763481,2,0,
1127,1127,1127,차량방범,충청북도 괴산군청,충청북도 괴산군 소수면 옥현리 430-1,127.691485,36.87396,1,0,
1128,1128,1128,차량방범,충청북도 괴산군청,충청북도 괴산군 불정면 삼방리 428-3,127.801647,36.93816,1,0,
1129,1129,1129,차량방범,충청북도 괴산군청,충청북도 괴산군 경북 문경시 가은읍 완장리 570-2,127.925418,36.69038,1,0,
1130,1130,1130,생활방범,충청북도 괴산군청,충청북도 괴산군 괴산읍 검승리 182-7,127.842051,36.811366,1,0,
1131,1131,1131,생활방범,충청북도 괴산군청,충청북도 괴산군 괴산읍 대덕리 155-3,127.811387,36.811307,1,0,
1132,1132,1132,생활방범,충청북도 괴산군청,충청북도 괴산군 괴산읍 동부리 579-4,127.795675,36.810053,1,0,
1133,1133,1133,생활방범,충청북도 괴산군청,충청북도 괴산군 괴산읍 사창리 293-1,127.814364,36.849228,1,0,
1134,1134,1134,생활방범,충청북도 괴산군청,충청북도 괴산군 괴산읍 서부리 106-4,127.79053,36.815458,1,0,
1135,1135,1135,생활방범,충청북도 괴산군청,충청북도 괴산군 괴산읍 서부리 154-4,127.790048,36.814066,1,0,
1136,1136,1136,생활방범,충청북도 괴산군청,충청북도 괴산군 괴산읍 신기리 523-2,127.789841,36.837095,1,0,
1137,1137,1137,생활방범,충청북도 괴산군청,충청북도 괴산군 괴산읍 신항리 170-2,127.787847,36.847353,1,0,
1138,1138,1138,생활방범,충청북도 괴산군청,충청북도 괴산군 괴산읍 제월리 193-6,127.83184,36.819825,1,0,
1139,1139,1139,생활방범,충청북도 괴산군청,충청북도 괴산군 괴산읍 동부리 599-2,127.794117,36.80997,1,0,
1140,1140,1140,생활방범,충청북도 괴산군청,충청북도 괴산군 감물면 구월리 62-1,127.903756,36.86452,1,0,
1141,1141,1141,생활방범,충청북도 괴산군청,충청북도 괴산군 감물면 매전리 800-2,127.874417,36.809984,1,0,
1142,1142,1142,생활방범,충청북도 괴산군청,충청북도 괴산군 감물면 오성리 205,127.8693,36.836975,1,0,
1143,1143,1143,생활방범,충청북도 괴산군청,충청북도 괴산군 감물면 이담리 1016-3,127.863581,36.869354,1,0,
1144,1144,1144,생활방범,충청북도 괴산군청,충청북도 괴산군 장연면 방곡리 183-4,127.931124,36.861872,1,0,
1145,1145,1145,생활방범,충청북도 괴산군청,충청북도 괴산군 장연면 조곡리 343,127.87927,36.883512,1,0,
1146,1146,1146,생활방범,충청북도 괴산군청,충청북도 괴산군 연풍면 갈금리 90,127.956994,36.781332,1,0,
1147,1147,1147,생활방범,충청북도 괴산군청,충청북도 괴산군 연풍면 원풍리 454-1,128.01631,36.78576,1,0,
1148,1148,1148,생활방범,충청북도 괴산군청,충청북도 괴산군 연풍면 원풍리 475-4,128.018454,36.788362,1,0,
1149,1149,1149,생활방범,충청북도 괴산군청,충청북도 괴산군 연풍면 적석리 669-5,127.958033,36.766454,1,0,
1150,1150,1150,생활방범,충청북도 괴산군청,충청북도 괴산군 칠성면 갈읍리 201-14,127.853751,36.7917,1,0,
1151,1151,1151,생활방범,충청북도 괴산군청,충청북도 괴산군 칠성면 도정리 124-1,127.868658,36.787235,1,0,
1152,1152,1152,생활방범,충청북도 괴산군청,충청북도 괴산군 칠성면 두천리 114-1,127.845319,36.791064,1,0,
1153,1153,1153,생활방범,충청북도 괴산군청,충청북도 괴산군 칠성면 사은리 874-6,127.828918,36.766305,1,0,
1154,1154,1154,생활방범,충청북도 괴산군청,충청북도 괴산군 칠성면 송동리 199-2,127.839519,36.787169,1,0,
